"specimen_collection_date","age_group","new_confirmed_cases","cumulative_confirmed_cases","last_updated"
2020-07-31,"81+",3,183,2020-10-02 14:26:52
2020-08-01,"81+",7,190,2020-10-02 14:26:52
2020-08-02,"81+",1,191,2020-10-02 14:26:52
2020-08-03,"81+",2,193,2020-10-02 14:26:52
2020-08-04,"81+",3,196,2020-10-02 14:26:52
2020-08-05,"81+",2,198,2020-10-02 14:26:52
2020-08-06,"81+",4,202,2020-10-02 14:26:52
2020-08-07,"81+",0,202,2020-10-02 14:26:52
2020-08-08,"81+",0,202,2020-10-02 14:26:52
2020-08-09,"81+",0,202,2020-10-02 14:26:52
2020-08-10,"81+",4,206,2020-10-02 14:26:52
2020-08-11,"81+",2,208,2020-10-02 14:26:52
2020-08-12,"81+",1,209,2020-10-02 14:26:52
2020-08-13,"81+",1,210,2020-10-02 14:26:52
2020-08-14,"81+",4,214,2020-10-02 14:26:52
2020-08-15,"81+",1,215,2020-10-02 14:26:52
2020-08-16,"81+",0,215,2020-10-02 14:26:52
2020-08-17,"81+",2,217,2020-10-02 14:26:52
2020-08-18,"81+",1,218,2020-10-02 14:26:52
2020-08-19,"81+",1,219,2020-10-02 14:26:52
2020-08-20,"81+",1,220,2020-10-02 14:26:52
2020-08-21,"81+",1,221,2020-10-02 14:26:52
2020-08-22,"81+",0,221,2020-10-02 14:26:52
2020-08-23,"81+",2,223,2020-10-02 14:26:52
2020-08-24,"81+",3,226,2020-10-02 14:26:52
2020-08-25,"81+",2,228,2020-10-02 14:26:52
2020-08-26,"81+",2,230,2020-10-02 14:26:52
2020-08-27,"81+",3,233,2020-10-02 14:26:52
2020-08-28,"81+",2,235,2020-10-02 14:26:52
2020-08-29,"81+",0,235,2020-10-02 14:26:52
2020-08-30,"81+",0,235,2020-10-02 14:26:52
2020-08-31,"81+",5,240,2020-10-02 14:26:52
2020-09-01,"81+",1,241,2020-10-02 14:26:52
2020-09-02,"81+",2,243,2020-10-02 14:26:52
2020-09-03,"81+",6,249,2020-10-02 14:26:52
2020-09-04,"81+",2,251,2020-10-02 14:26:52
2020-09-05,"81+",1,252,2020-10-02 14:26:52
2020-09-06,"81+",3,255,2020-10-02 14:26:52
2020-09-07,"81+",11,266,2020-10-02 14:26:52
2020-09-08,"81+",0,266,2020-10-02 14:26:52
2020-09-09,"81+",5,271,2020-10-02 14:26:52
2020-09-10,"81+",1,272,2020-10-02 14:26:52
2020-09-11,"81+",7,279,2020-10-02 14:26:52
2020-09-12,"81+",3,282,2020-10-02 14:26:52
2020-09-13,"81+",0,282,2020-10-02 14:26:52
2020-09-14,"81+",2,284,2020-10-02 14:26:52
2020-09-15,"81+",9,293,2020-10-02 14:26:52
2020-09-16,"81+",0,293,2020-10-02 14:26:52
2020-09-17,"81+",1,294,2020-10-02 14:26:52
2020-09-18,"81+",17,311,2020-10-02 14:26:52
2020-09-19,"81+",4,315,2020-10-02 14:26:52
2020-09-20,"81+",0,315,2020-10-02 14:26:52
2020-09-21,"81+",0,315,2020-10-02 14:26:52
2020-09-22,"81+",5,320,2020-10-02 14:26:52
2020-09-23,"81+",4,324,2020-10-02 14:26:52
2020-09-24,"81+",6,330,2020-10-02 14:26:52
2020-09-25,"81+",2,332,2020-10-02 14:26:52
2020-09-26,"81+",1,333,2020-10-02 14:26:52
2020-09-27,"81+",0,333,2020-10-02 14:26:52
2020-09-28,"81+",1,334,2020-10-02 14:26:52
2020-09-29,"81+",0,334,2020-10-02 14:26:52
2020-09-30,"81+",1,335,2020-10-02 14:26:52
2020-10-01,"81+",0,335,2020-10-02 14:26:52
2020-04-04,"under 18",1,5,2020-10-02 14:26:52
2020-04-05,"under 18",0,5,2020-10-02 14:26:52
2020-04-06,"under 18",2,7,2020-10-02 14:26:52
2020-04-07,"under 18",6,13,2020-10-02 14:26:52
2020-04-08,"under 18",1,14,2020-10-02 14:26:52
2020-04-09,"under 18",2,16,2020-10-02 14:26:52
2020-04-10,"under 18",1,17,2020-10-02 14:26:52
2020-04-11,"under 18",1,18,2020-10-02 14:26:52
2020-04-12,"under 18",0,18,2020-10-02 14:26:52
2020-04-13,"under 18",3,21,2020-10-02 14:26:52
2020-04-14,"under 18",0,21,2020-10-02 14:26:52
2020-04-15,"under 18",0,21,2020-10-02 14:26:52
2020-04-16,"under 18",1,22,2020-10-02 14:26:52
2020-04-17,"under 18",0,22,2020-10-02 14:26:52
2020-04-18,"under 18",2,24,2020-10-02 14:26:52
2020-04-19,"under 18",0,24,2020-10-02 14:26:52
2020-04-20,"under 18",2,26,2020-10-02 14:26:52
2020-04-21,"under 18",2,28,2020-10-02 14:26:52
2020-04-22,"under 18",4,32,2020-10-02 14:26:52
2020-04-23,"under 18",1,33,2020-10-02 14:26:52
2020-04-24,"under 18",2,35,2020-10-02 14:26:52
2020-04-25,"under 18",5,40,2020-10-02 14:26:52
2020-04-26,"under 18",2,42,2020-10-02 14:26:52
2020-04-27,"under 18",3,45,2020-10-02 14:26:52
2020-04-28,"under 18",7,52,2020-10-02 14:26:52
2020-04-29,"under 18",3,55,2020-10-02 14:26:52
2020-04-30,"under 18",3,58,2020-10-02 14:26:52
2020-05-01,"under 18",3,61,2020-10-02 14:26:52
2020-05-02,"under 18",6,67,2020-10-02 14:26:52
2020-05-03,"under 18",2,69,2020-10-02 14:26:52
2020-05-04,"under 18",6,75,2020-10-02 14:26:52
2020-05-05,"under 18",0,75,2020-10-02 14:26:52
2020-05-06,"under 18",2,77,2020-10-02 14:26:52
2020-05-07,"under 18",4,81,2020-10-02 14:26:52
2020-05-08,"under 18",6,87,2020-10-02 14:26:52
2020-05-09,"under 18",0,87,2020-10-02 14:26:52
2020-05-10,"under 18",0,87,2020-10-02 14:26:52
2020-05-11,"under 18",3,90,2020-10-02 14:26:52
2020-05-12,"under 18",3,93,2020-10-02 14:26:52
2020-05-13,"under 18",1,94,2020-10-02 14:26:52
2020-05-14,"under 18",7,101,2020-10-02 14:26:52
2020-05-15,"under 18",5,106,2020-10-02 14:26:52
2020-05-16,"under 18",0,106,2020-10-02 14:26:52
2020-05-17,"under 18",1,107,2020-10-02 14:26:52
2020-05-18,"under 18",8,115,2020-10-02 14:26:52
2020-05-19,"under 18",7,122,2020-10-02 14:26:52
2020-05-20,"under 18",8,130,2020-10-02 14:26:52
2020-05-21,"under 18",5,135,2020-10-02 14:26:52
2020-05-22,"under 18",5,140,2020-10-02 14:26:52
2020-05-23,"under 18",3,143,2020-10-02 14:26:52
2020-05-24,"under 18",0,143,2020-10-02 14:26:52
2020-05-25,"under 18",0,143,2020-10-02 14:26:52
2020-05-26,"under 18",11,154,2020-10-02 14:26:52
2020-05-27,"under 18",8,162,2020-10-02 14:26:52
2020-05-28,"under 18",4,166,2020-10-02 14:26:52
2020-05-29,"under 18",3,169,2020-10-02 14:26:52
2020-05-30,"under 18",2,171,2020-10-02 14:26:52
2020-05-31,"under 18",2,173,2020-10-02 14:26:52
2020-06-01,"under 18",2,175,2020-10-02 14:26:52
2020-06-02,"under 18",10,185,2020-10-02 14:26:52
2020-06-03,"under 18",1,186,2020-10-02 14:26:52
2020-06-04,"under 18",2,188,2020-10-02 14:26:52
2020-06-05,"under 18",3,191,2020-10-02 14:26:52
2020-06-06,"under 18",3,194,2020-10-02 14:26:52
2020-06-07,"under 18",2,196,2020-10-02 14:26:52
2020-06-08,"under 18",5,201,2020-10-02 14:26:52
2020-06-09,"under 18",4,205,2020-10-02 14:26:52
2020-06-10,"under 18",1,206,2020-10-02 14:26:52
2020-06-11,"under 18",1,207,2020-10-02 14:26:52
2020-06-12,"under 18",2,209,2020-10-02 14:26:52
2020-06-13,"under 18",1,210,2020-10-02 14:26:52
2020-06-14,"under 18",1,211,2020-10-02 14:26:52
2020-06-15,"under 18",10,221,2020-10-02 14:26:52
2020-06-16,"under 18",10,231,2020-10-02 14:26:52
2020-06-17,"under 18",11,242,2020-10-02 14:26:52
2020-06-18,"under 18",2,244,2020-10-02 14:26:52
2020-06-19,"under 18",5,249,2020-10-02 14:26:52
2020-06-20,"under 18",4,253,2020-10-02 14:26:52
2020-06-21,"under 18",3,256,2020-10-02 14:26:52
2020-06-22,"under 18",11,267,2020-10-02 14:26:52
2020-06-23,"under 18",16,283,2020-10-02 14:26:52
2020-06-24,"under 18",9,292,2020-10-02 14:26:52
2020-06-25,"under 18",5,297,2020-10-02 14:26:52
2020-06-26,"under 18",7,304,2020-10-02 14:26:52
2020-06-27,"under 18",6,310,2020-10-02 14:26:52
2020-06-28,"under 18",7,317,2020-10-02 14:26:52
2020-06-29,"under 18",3,320,2020-10-02 14:26:52
2020-06-30,"under 18",17,337,2020-10-02 14:26:52
2020-07-01,"under 18",13,350,2020-10-02 14:26:52
2020-07-02,"under 18",6,356,2020-10-02 14:26:52
2020-07-03,"under 18",13,369,2020-10-02 14:26:52
2020-07-04,"under 18",0,369,2020-10-02 14:26:52
2020-07-05,"under 18",5,374,2020-10-02 14:26:52
2020-07-06,"under 18",5,379,2020-10-02 14:26:52
2020-07-07,"under 18",5,384,2020-10-02 14:26:52
2020-07-08,"under 18",7,391,2020-10-02 14:26:52
2020-07-09,"under 18",11,402,2020-10-02 14:26:52
2020-07-10,"under 18",16,418,2020-10-02 14:26:52
2020-07-11,"under 18",7,425,2020-10-02 14:26:52
2020-07-12,"under 18",6,431,2020-10-02 14:26:52
2020-07-13,"under 18",25,456,2020-10-02 14:26:52
2020-07-14,"under 18",22,478,2020-10-02 14:26:52
2020-07-15,"under 18",27,505,2020-10-02 14:26:52
2020-07-16,"under 18",17,522,2020-10-02 14:26:52
2020-07-17,"under 18",21,543,2020-10-02 14:26:52
2020-07-18,"under 18",15,558,2020-10-02 14:26:52
2020-07-19,"under 18",7,565,2020-10-02 14:26:52
2020-07-20,"under 18",16,581,2020-10-02 14:26:52
2020-07-21,"under 18",18,599,2020-10-02 14:26:52
2020-07-22,"under 18",12,611,2020-10-02 14:26:52
2020-07-23,"under 18",13,624,2020-10-02 14:26:52
2020-07-24,"under 18",9,633,2020-10-02 14:26:52
2020-07-25,"under 18",13,646,2020-10-02 14:26:52
2020-07-26,"under 18",7,653,2020-10-02 14:26:52
2020-07-27,"under 18",13,666,2020-10-02 14:26:52
2020-07-28,"under 18",9,675,2020-10-02 14:26:52
2020-07-29,"under 18",13,688,2020-10-02 14:26:52
2020-07-30,"under 18",19,707,2020-10-02 14:26:52
2020-07-31,"under 18",10,717,2020-10-02 14:26:52
2020-08-01,"under 18",8,725,2020-10-02 14:26:52
2020-08-02,"under 18",13,738,2020-10-02 14:26:52
2020-08-03,"under 18",9,747,2020-10-02 14:26:52
2020-08-04,"under 18",17,764,2020-10-02 14:26:52
2020-08-05,"under 18",18,782,2020-10-02 14:26:52
2020-08-06,"under 18",13,795,2020-10-02 14:26:52
2020-08-07,"under 18",22,817,2020-10-02 14:26:52
2020-08-08,"under 18",10,827,2020-10-02 14:26:52
2020-08-09,"under 18",9,836,2020-10-02 14:26:52
2020-08-10,"under 18",14,850,2020-10-02 14:26:52
2020-08-11,"under 18",18,868,2020-10-02 14:26:52
2020-08-12,"under 18",17,885,2020-10-02 14:26:52
2020-08-13,"under 18",19,904,2020-10-02 14:26:52
2020-08-14,"under 18",15,919,2020-10-02 14:26:52
2020-08-15,"under 18",9,928,2020-10-02 14:26:52
2020-08-16,"under 18",6,934,2020-10-02 14:26:52
2020-08-17,"under 18",11,945,2020-10-02 14:26:52
2020-08-18,"under 18",9,954,2020-10-02 14:26:52
2020-08-19,"under 18",29,983,2020-10-02 14:26:52
2020-08-20,"under 18",10,993,2020-10-02 14:26:52
2020-08-21,"under 18",15,1008,2020-10-02 14:26:52
2020-08-22,"under 18",7,1015,2020-10-02 14:26:52
2020-08-23,"under 18",9,1024,2020-10-02 14:26:52
2020-08-24,"under 18",13,1037,2020-10-02 14:26:52
2020-08-25,"under 18",16,1053,2020-10-02 14:26:52
2020-08-26,"under 18",20,1073,2020-10-02 14:26:52
2020-08-27,"under 18",16,1089,2020-10-02 14:26:52
2020-08-28,"under 18",13,1102,2020-10-02 14:26:52
2020-08-29,"under 18",5,1107,2020-10-02 14:26:52
2020-08-30,"under 18",3,1110,2020-10-02 14:26:52
2020-08-31,"under 18",8,1118,2020-10-02 14:26:52
2020-09-01,"under 18",11,1129,2020-10-02 14:26:52
2020-09-02,"under 18",12,1141,2020-10-02 14:26:52
2020-09-03,"under 18",13,1154,2020-10-02 14:26:52
2020-09-04,"under 18",13,1167,2020-10-02 14:26:52
2020-09-05,"under 18",5,1172,2020-10-02 14:26:52
2020-09-06,"under 18",2,1174,2020-10-02 14:26:52
2020-09-07,"under 18",2,1176,2020-10-02 14:26:52
2020-09-08,"under 18",9,1185,2020-10-02 14:26:52
2020-09-09,"under 18",7,1192,2020-10-02 14:26:52
2020-09-10,"under 18",4,1196,2020-10-02 14:26:52
2020-09-11,"under 18",11,1207,2020-10-02 14:26:52
2020-09-12,"under 18",7,1214,2020-10-02 14:26:52
2020-09-13,"under 18",0,1214,2020-10-02 14:26:52
2020-09-14,"under 18",15,1229,2020-10-02 14:26:52
2020-09-15,"under 18",10,1239,2020-10-02 14:26:52
2020-09-16,"under 18",12,1251,2020-10-02 14:26:52
2020-09-17,"under 18",3,1254,2020-10-02 14:26:52
2020-09-18,"under 18",11,1265,2020-10-02 14:26:52
2020-09-19,"under 18",6,1271,2020-10-02 14:26:52
2020-09-20,"under 18",1,1272,2020-10-02 14:26:52
2020-09-21,"under 18",4,1276,2020-10-02 14:26:52
2020-09-22,"under 18",3,1279,2020-10-02 14:26:52
2020-09-23,"under 18",10,1289,2020-10-02 14:26:52
2020-09-24,"under 18",16,1305,2020-10-02 14:26:52
2020-09-25,"under 18",7,1312,2020-10-02 14:26:52
2020-09-26,"under 18",3,1315,2020-10-02 14:26:52
2020-09-27,"under 18",5,1320,2020-10-02 14:26:52
2020-09-28,"under 18",7,1327,2020-10-02 14:26:52
2020-09-29,"under 18",2,1329,2020-10-02 14:26:52
2020-09-30,"under 18",7,1336,2020-10-02 14:26:52
2020-10-01,"under 18",0,1336,2020-10-02 14:26:52
2020-03-10,"41-50",2,6,2020-10-02 14:26:52
2020-03-11,"41-50",2,8,2020-10-02 14:26:52
2020-03-12,"41-50",2,10,2020-10-02 14:26:52
2020-03-13,"41-50",4,14,2020-10-02 14:26:52
2020-03-14,"41-50",1,15,2020-10-02 14:26:52
2020-03-15,"41-50",0,15,2020-10-02 14:26:52
2020-03-16,"41-50",10,25,2020-10-02 14:26:52
2020-03-17,"41-50",3,28,2020-10-02 14:26:52
2020-03-18,"41-50",4,32,2020-10-02 14:26:52
2020-03-19,"41-50",4,36,2020-10-02 14:26:52
2020-03-20,"41-50",8,44,2020-10-02 14:26:52
2020-03-21,"41-50",1,45,2020-10-02 14:26:52
2020-03-22,"41-50",6,51,2020-10-02 14:26:52
2020-03-23,"41-50",4,55,2020-10-02 14:26:52
2020-03-24,"41-50",6,61,2020-10-02 14:26:52
2020-03-25,"41-50",9,70,2020-10-02 14:26:52
2020-03-26,"41-50",5,75,2020-10-02 14:26:52
2020-03-27,"41-50",9,84,2020-10-02 14:26:52
2020-03-28,"41-50",1,85,2020-10-02 14:26:52
2020-03-29,"41-50",2,87,2020-10-02 14:26:52
2020-03-30,"41-50",10,97,2020-10-02 14:26:52
2020-03-31,"41-50",12,109,2020-10-02 14:26:52
2020-04-01,"41-50",7,116,2020-10-02 14:26:52
2020-04-02,"41-50",4,120,2020-10-02 14:26:52
2020-04-03,"41-50",3,123,2020-10-02 14:26:52
2020-04-04,"41-50",5,128,2020-10-02 14:26:52
2020-04-05,"41-50",3,131,2020-10-02 14:26:52
2020-04-06,"41-50",11,142,2020-10-02 14:26:52
2020-04-07,"41-50",12,154,2020-10-02 14:26:52
2020-04-08,"41-50",15,169,2020-10-02 14:26:52
2020-04-09,"41-50",20,189,2020-10-02 14:26:52
2020-04-10,"41-50",5,194,2020-10-02 14:26:52
2020-04-11,"41-50",1,195,2020-10-02 14:26:52
2020-04-12,"41-50",0,195,2020-10-02 14:26:52
2020-04-13,"41-50",6,201,2020-10-02 14:26:52
2020-04-14,"41-50",11,212,2020-10-02 14:26:52
2020-04-15,"41-50",7,219,2020-10-02 14:26:52
2020-04-16,"41-50",5,224,2020-10-02 14:26:52
2020-04-17,"41-50",8,232,2020-10-02 14:26:52
2020-04-18,"41-50",4,236,2020-10-02 14:26:52
2020-04-19,"41-50",7,243,2020-10-02 14:26:52
2020-04-20,"41-50",8,251,2020-10-02 14:26:52
2020-04-21,"41-50",7,258,2020-10-02 14:26:52
2020-04-22,"41-50",5,263,2020-10-02 14:26:52
2020-04-23,"41-50",4,267,2020-10-02 14:26:52
2020-04-24,"41-50",3,270,2020-10-02 14:26:52
2020-04-25,"41-50",13,283,2020-10-02 14:26:52
2020-04-26,"41-50",5,288,2020-10-02 14:26:52
2020-04-27,"41-50",5,293,2020-10-02 14:26:52
2020-04-28,"41-50",10,303,2020-10-02 14:26:52
2020-04-29,"41-50",7,310,2020-10-02 14:26:52
2020-04-30,"41-50",5,315,2020-10-02 14:26:52
2020-05-01,"41-50",8,323,2020-10-02 14:26:52
2020-05-02,"41-50",4,327,2020-10-02 14:26:52
2020-05-03,"41-50",2,329,2020-10-02 14:26:52
2020-05-04,"41-50",16,345,2020-10-02 14:26:52
2020-05-05,"41-50",14,359,2020-10-02 14:26:52
2020-05-06,"41-50",7,366,2020-10-02 14:26:52
2020-05-07,"41-50",6,372,2020-10-02 14:26:52
2020-05-08,"41-50",7,379,2020-10-02 14:26:52
2020-05-09,"41-50",0,379,2020-10-02 14:26:52
2020-05-10,"41-50",1,380,2020-10-02 14:26:52
2020-05-11,"41-50",4,384,2020-10-02 14:26:52
2020-05-12,"41-50",6,390,2020-10-02 14:26:52
2020-05-13,"41-50",9,399,2020-10-02 14:26:52
2020-05-14,"41-50",4,403,2020-10-02 14:26:52
2020-05-15,"41-50",6,409,2020-10-02 14:26:52
2020-05-16,"41-50",1,410,2020-10-02 14:26:52
2020-05-17,"41-50",0,410,2020-10-02 14:26:52
2020-05-18,"41-50",6,416,2020-10-02 14:26:52
2020-05-19,"41-50",6,422,2020-10-02 14:26:52
2020-05-20,"41-50",12,434,2020-10-02 14:26:52
2020-05-21,"41-50",4,438,2020-10-02 14:26:52
2020-05-22,"41-50",5,443,2020-10-02 14:26:52
2020-05-23,"41-50",1,444,2020-10-02 14:26:52
2020-05-24,"41-50",2,446,2020-10-02 14:26:52
2020-05-25,"41-50",2,448,2020-10-02 14:26:52
2020-05-26,"41-50",5,453,2020-10-02 14:26:52
2020-05-27,"41-50",2,455,2020-10-02 14:26:52
2020-05-28,"41-50",3,458,2020-10-02 14:26:52
2020-05-29,"41-50",6,464,2020-10-02 14:26:52
2020-05-30,"41-50",3,467,2020-10-02 14:26:52
2020-05-31,"41-50",4,471,2020-10-02 14:26:52
2020-06-01,"41-50",8,479,2020-10-02 14:26:52
2020-06-02,"41-50",9,488,2020-10-02 14:26:52
2020-06-03,"41-50",2,490,2020-10-02 14:26:52
2020-06-04,"41-50",2,492,2020-10-02 14:26:52
2020-06-05,"41-50",3,495,2020-10-02 14:26:52
2020-06-06,"41-50",6,501,2020-10-02 14:26:52
2020-06-07,"41-50",5,506,2020-10-02 14:26:52
2020-06-08,"41-50",6,512,2020-10-02 14:26:52
2020-06-09,"41-50",8,520,2020-10-02 14:26:52
2020-06-10,"41-50",7,527,2020-10-02 14:26:52
2020-06-11,"41-50",4,531,2020-10-02 14:26:52
2020-06-12,"41-50",6,537,2020-10-02 14:26:52
2020-06-13,"41-50",4,541,2020-10-02 14:26:52
2020-06-14,"41-50",3,544,2020-10-02 14:26:52
2020-06-15,"41-50",5,549,2020-10-02 14:26:52
2020-06-16,"41-50",9,558,2020-10-02 14:26:52
2020-06-17,"41-50",7,565,2020-10-02 14:26:52
2020-06-18,"41-50",9,574,2020-10-02 14:26:52
2020-06-19,"41-50",6,580,2020-10-02 14:26:52
2020-06-20,"41-50",8,588,2020-10-02 14:26:52
2020-06-21,"41-50",6,594,2020-10-02 14:26:52
2020-06-22,"41-50",15,609,2020-10-02 14:26:52
2020-06-23,"41-50",15,624,2020-10-02 14:26:52
2020-06-24,"41-50",10,634,2020-10-02 14:26:52
2020-06-25,"41-50",4,638,2020-10-02 14:26:52
2020-06-26,"41-50",5,643,2020-10-02 14:26:52
2020-06-27,"41-50",4,647,2020-10-02 14:26:52
2020-06-28,"41-50",2,649,2020-10-02 14:26:52
2020-06-29,"41-50",15,664,2020-10-02 14:26:52
2020-06-30,"41-50",13,677,2020-10-02 14:26:52
2020-07-01,"41-50",8,685,2020-10-02 14:26:52
2020-07-02,"41-50",15,700,2020-10-02 14:26:52
2020-07-03,"41-50",23,723,2020-10-02 14:26:52
2020-07-04,"41-50",0,723,2020-10-02 14:26:52
2020-07-05,"41-50",8,731,2020-10-02 14:26:52
2020-07-06,"41-50",15,746,2020-10-02 14:26:52
2020-07-07,"41-50",13,759,2020-10-02 14:26:52
2020-07-08,"41-50",16,775,2020-10-02 14:26:52
2020-07-09,"41-50",9,784,2020-10-02 14:26:52
2020-07-10,"41-50",24,808,2020-10-02 14:26:52
2020-07-11,"41-50",12,820,2020-10-02 14:26:52
2020-07-12,"41-50",13,833,2020-10-02 14:26:52
2020-07-13,"41-50",19,852,2020-10-02 14:26:52
2020-07-14,"41-50",23,875,2020-10-02 14:26:52
2020-07-15,"41-50",20,895,2020-10-02 14:26:52
2020-07-16,"41-50",30,925,2020-10-02 14:26:52
2020-07-17,"41-50",21,946,2020-10-02 14:26:52
2020-07-18,"41-50",8,954,2020-10-02 14:26:52
2020-07-19,"41-50",17,971,2020-10-02 14:26:52
2020-07-20,"41-50",25,996,2020-10-02 14:26:52
2020-07-21,"41-50",21,1017,2020-10-02 14:26:52
2020-07-22,"41-50",21,1038,2020-10-02 14:26:52
2020-07-23,"41-50",22,1060,2020-10-02 14:26:52
2020-07-24,"41-50",26,1086,2020-10-02 14:26:52
2020-07-25,"41-50",12,1098,2020-10-02 14:26:52
2020-07-26,"41-50",6,1104,2020-10-02 14:26:52
2020-07-27,"41-50",13,1117,2020-10-02 14:26:52
2020-07-28,"41-50",17,1134,2020-10-02 14:26:52
2020-07-29,"41-50",23,1157,2020-10-02 14:26:52
2020-07-30,"41-50",24,1181,2020-10-02 14:26:52
2020-07-31,"41-50",19,1200,2020-10-02 14:26:52
2020-08-01,"41-50",8,1208,2020-10-02 14:26:52
2020-08-02,"41-50",3,1211,2020-10-02 14:26:52
2020-08-03,"41-50",12,1223,2020-10-02 14:26:52
2020-08-04,"41-50",13,1236,2020-10-02 14:26:52
2020-08-05,"41-50",21,1257,2020-10-02 14:26:52
2020-08-06,"41-50",16,1273,2020-10-02 14:26:52
2020-08-07,"41-50",27,1300,2020-10-02 14:26:52
2020-08-08,"41-50",13,1313,2020-10-02 14:26:52
2020-08-09,"41-50",8,1321,2020-10-02 14:26:52
2020-08-10,"41-50",11,1332,2020-10-02 14:26:52
2020-08-11,"41-50",19,1351,2020-10-02 14:26:52
2020-08-12,"41-50",20,1371,2020-10-02 14:26:52
2020-08-13,"41-50",22,1393,2020-10-02 14:26:52
2020-08-14,"41-50",20,1413,2020-10-02 14:26:52
2020-08-15,"41-50",8,1421,2020-10-02 14:26:52
2020-08-16,"41-50",4,1425,2020-10-02 14:26:52
2020-08-17,"41-50",12,1437,2020-10-02 14:26:52
2020-08-18,"41-50",13,1450,2020-10-02 14:26:52
2020-08-19,"41-50",10,1460,2020-10-02 14:26:52
2020-08-20,"41-50",16,1476,2020-10-02 14:26:52
2020-08-21,"41-50",7,1483,2020-10-02 14:26:52
2020-08-22,"41-50",6,1489,2020-10-02 14:26:52
2020-08-23,"41-50",5,1494,2020-10-02 14:26:52
2020-08-24,"41-50",13,1507,2020-10-02 14:26:52
2020-08-25,"41-50",11,1518,2020-10-02 14:26:52
2020-08-26,"41-50",8,1526,2020-10-02 14:26:52
2020-08-27,"41-50",15,1541,2020-10-02 14:26:52
2020-08-28,"41-50",6,1547,2020-10-02 14:26:52
2020-08-29,"41-50",7,1554,2020-10-02 14:26:52
2020-08-30,"41-50",1,1555,2020-10-02 14:26:52
2020-08-31,"41-50",14,1569,2020-10-02 14:26:52
2020-09-01,"41-50",11,1580,2020-10-02 14:26:52
2020-09-02,"41-50",11,1591,2020-10-02 14:26:52
2020-09-03,"41-50",14,1605,2020-10-02 14:26:52
2020-09-04,"41-50",10,1615,2020-10-02 14:26:52
2020-09-05,"41-50",2,1617,2020-10-02 14:26:52
2020-09-06,"41-50",2,1619,2020-10-02 14:26:52
2020-09-07,"41-50",4,1623,2020-10-02 14:26:52
2020-09-08,"41-50",13,1636,2020-10-02 14:26:52
2020-09-09,"41-50",12,1648,2020-10-02 14:26:52
2020-09-10,"41-50",9,1657,2020-10-02 14:26:52
2020-09-11,"41-50",14,1671,2020-10-02 14:26:52
2020-09-12,"41-50",1,1672,2020-10-02 14:26:52
2020-09-13,"41-50",3,1675,2020-10-02 14:26:52
2020-09-14,"41-50",14,1689,2020-10-02 14:26:52
2020-09-15,"41-50",12,1701,2020-10-02 14:26:52
2020-09-16,"41-50",15,1716,2020-10-02 14:26:52
2020-09-17,"41-50",11,1727,2020-10-02 14:26:52
2020-09-18,"41-50",11,1738,2020-10-02 14:26:52
2020-09-19,"41-50",6,1744,2020-10-02 14:26:52
2020-09-20,"41-50",3,1747,2020-10-02 14:26:52
2020-09-21,"41-50",9,1756,2020-10-02 14:26:52
2020-09-22,"41-50",5,1761,2020-10-02 14:26:52
2020-09-23,"41-50",13,1774,2020-10-02 14:26:52
2020-09-24,"41-50",12,1786,2020-10-02 14:26:52
2020-09-25,"41-50",13,1799,2020-10-02 14:26:52
2020-09-26,"41-50",5,1804,2020-10-02 14:26:52
2020-09-27,"41-50",4,1808,2020-10-02 14:26:52
2020-09-28,"41-50",6,1814,2020-10-02 14:26:52
2020-09-29,"41-50",4,1818,2020-10-02 14:26:52
2020-09-30,"41-50",2,1820,2020-10-02 14:26:52
2020-10-01,"41-50",0,1820,2020-10-02 14:26:52
2020-03-16,"61-70",4,7,2020-10-02 14:26:52
2020-03-17,"61-70",1,8,2020-10-02 14:26:52
2020-03-18,"61-70",1,9,2020-10-02 14:26:52
2020-03-19,"61-70",1,10,2020-10-02 14:26:52
2020-03-20,"61-70",6,16,2020-10-02 14:26:52
2020-03-21,"61-70",1,17,2020-10-02 14:26:52
2020-03-22,"61-70",3,20,2020-10-02 14:26:52
2020-03-23,"61-70",3,23,2020-10-02 14:26:52
2020-03-24,"61-70",4,27,2020-10-02 14:26:52
2020-03-25,"61-70",8,35,2020-10-02 14:26:52
2020-03-26,"61-70",6,41,2020-10-02 14:26:52
2020-03-27,"61-70",5,46,2020-10-02 14:26:52
2020-03-28,"61-70",3,49,2020-10-02 14:26:52
2020-03-29,"61-70",1,50,2020-10-02 14:26:52
2020-03-30,"61-70",8,58,2020-10-02 14:26:52
2020-03-31,"61-70",6,64,2020-10-02 14:26:52
2020-04-01,"61-70",4,68,2020-10-02 14:26:52
2020-04-02,"61-70",4,72,2020-10-02 14:26:52
2020-04-03,"61-70",3,75,2020-10-02 14:26:52
2020-04-04,"61-70",0,75,2020-10-02 14:26:52
2020-04-05,"61-70",4,79,2020-10-02 14:26:52
2020-04-06,"61-70",9,88,2020-10-02 14:26:52
2020-04-07,"61-70",4,92,2020-10-02 14:26:52
2020-04-08,"61-70",9,101,2020-10-02 14:26:52
2020-04-09,"61-70",11,112,2020-10-02 14:26:52
2020-04-10,"61-70",3,115,2020-10-02 14:26:52
2020-04-11,"61-70",3,118,2020-10-02 14:26:52
2020-04-12,"61-70",1,119,2020-10-02 14:26:52
2020-04-13,"61-70",6,125,2020-10-02 14:26:52
